can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,price
True,True,100.0,75.0,200785,0,0,0,0,-19.0,19,"[{'offset': 0, 'projected_percent': '-16.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-2.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '0.2', 'likelihood': 1}]",,False,0,3,1.5,1.1,1,Tyler,1.0,73,False,,2026-08-15T16:30:07.029928Z,50,200785.jpg,1.0,False,Adams,0.2,False,,a,3,91,1,367,367,1068,1068,0.2,0.2,Adams,,229.0,2023-08-20,1999-02-14,False,p200785,15,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2,0,0,2,0,0.00,0.00,0.00,0.31,,,,,,,[],,240.0,46.0,240.0,46.0,240.0,46.0,240.0,46.0,0.0,0.0,0.0,0.0,1.86,12.0,257.0,156.0,193.0,83.0,193.0,83.0,345.0,123.0,0.0,0.0,12.0,Bournemouth,5.0
True,True,75.0,75.0,111317,0,0,0,0,-14.1,-11,"[{'offset': 0, 'projected_percent': '-17.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-36.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-55.5', 'likelihood': -3}]",,False,0,3,1.1,1.1,0,David,0.0,74,False,Unspecified injury - 75% chance of playing,2026-08-15T16:30:07.037929Z,50,111317.jpg,0.0,False,Brooks,0.0,False,,d,3,91,0,28,28,244,244,0.0,0.0,Brooks,,244.0,2018-07-01,1997-07-08,False,p111317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,,3.0,,,,[],,219.0,32.0,219.0,32.0,219.0,32.0,219.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,142.0,415.0,153.0,415.0,153.0,483.0,199.0,0.0,0.0,0.0,Bournemouth,5.0
True,True,100.0,0.0,158499,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",2026-08-31T15:30:07.730886Z,False,0,3,1.5,0.0,0,Ryan,0.0,75,False,,2026-07-24T17:30:10.035483Z,50,158499.jpg,0.0,False,Christie,0.0,False,,a,3,91,0,35,35,44,44,0.0,0.0,Christie,,243.0,2021-08-31,1995-02-22,False,p158499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,6.0,,,,,,[],,228.0,38.0,228.0,38.0,228.0,38.0,228.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,148.0,421.0,158.0,421.0,158.0,573.0,244.0,0.0,0.0,0.0,Bournemouth,5.0
True,True,,,614574,0,0,0,0,-0.4,-2,"[{'offset': 0, 'projected_percent': '-4.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-24.2', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-44.2', 'likelihood': -3}]",,False,0,3,1.5,1.5,1,Alex,1.0,76,False,,,50,614574.jpg,1.0,False,Tóth,0.0,False,,a,3,91,1,30,30,35,35,0.2,0.2,Tóth.A,,98.0,2026-01-20,2005-10-23,False,p614574,15,0,0,0,2,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0,1,1,2,0,0.00,0.00,0.00,0.31,,,,,,,[],,369.0,121.0,369.0,121.0,369.0,121.0,369.0,121.0,0.0,0.0,0.0,0.0,1.86,12.0,386.0,231.0,212.0,94.0,212.0,94.0,560.0,235.0,0.0,0.0,12.0,Bournemouth,5.0
True,True,0.0,0.0,489888,0,0,0,0,-24.6,-20,"[{'offset': 0, 'projected_percent': '-31.8', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-68.7', 'likelihood': -4}, {'offset': 2, 'projected_percent': '-105.6', 'likelihood': -5}]",,False,0,3,0.0,0.0,0,Amine,0.0,77,False,Unspecified injury - Unknown return date,2026-08-15T16:00:07.590566Z,50,489888.jpg,0.0,False,Adli,0.0,False,,i,3,91,0,15,15,363,363,0.0,0.0,Adli,,145.0,2025-08-21,2000-05-10,False,p489888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,315.0,82.0,315.0,82.0,315.0,82.0,315.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,192.0,478.0,190.0,478.0,190.0,523.0,217.0,0.0,0.0,0.0,Bournemouth,5.0
True,True,0.0,0.0,560262,0,0,0,0,-24.3,-191,"[{'offset': 0, 'projected_percent': '-29.3', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-54.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-80.4', 'likelihood': -5}]",,False,0,3,0.0,0.0,0,Junior,0.0,78,False,Foot injury - Unknown return date,2026-07-29T17:30:09.796802Z,75,560262.jpg,0.0,False,Kroupi,0.4,False,,i,3,91,0,205,205,4837,4837,0.0,0.0,Kroupi.Jr,,73.0,2025-02-02,2006-06-23,False,p560262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,1.0,,[],https://www.afcb.co.uk/news/2026/july/29/junior-kroupi-undergoes-successful-surgery-after-foot-injury/,592.0,259.0,592.0,259.0,592.0,259.0,592.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,598.0,264.0,598.0,264.0,272.0,89.0,0.0,0.0,0.0,Bournemouth,7.5
True,True,,,444102,0,0,0,0,4.3,1107,"[{'offset': 0, 'projected_percent': '7.5', 'likelihood': 1}, {'offset': 1, 'projected_percent': '23.7', 'likelihood': 2}, {'offset': 2, 'projected_percent': '40.0', 'likelihood': 2}]",,False,0,4,2.0,2.0,4,Francisco Evanilson,4.0,79,False,,,60,444102.jpg,4.0,False,de Lima Barbosa,2.4,False,,a,3,91,4,11284,11284,2822,2822,0.7,0.7,Evanilson,Evanilson,30.0,2024-08-16,1999-10-06,False,p444102,74,0,1,1,0,0,0,0,1,0,0,0,17,0.0,0.0,0.0,0.0,4,3,1,8,1,0.00,0.21,0.21,2.04,,,,,,,[],,522.0,54.0,522.0,54.0,522.0,54.0,522.0,54.0,0.0,0.0,0.26,0.26,2.48,0.0,84.0,22.0,72.0,7.0,72.0,7.0,117.0,15.0,1.22,1.22,9.73,Bournemouth,6.0
True,False,0.0,0.0,168636,0,0,0,0,0.0,-20,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,4,0.0,0.0,0,Enes,0.0,80,False,Has joined Getafe permanently,2026-08-14T14:14:21.881112Z,55,168636.jpg,0.0,False,Ünal,0.0,False,,u,3,91,0,0,0,419,419,0.0,0.0,Enes Ünal,,219.0,2024-07-01,1997-05-10,False,p168636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,389.0,26.0,389.0,26.0,389.0,26.0,389.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,30.0,514.0,51.0,514.0,51.0,516.0,69.0,0.0,0.0,0.0,Bournemouth,5.5
True,True,100.0,75.0,561245,0,0,0,0,-16.2,6,"[{'offset': 0, 'projected_percent': '-14.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-5.6', 'likelihood': -1}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,4,2.0,1.5,0,Álvaro,0.0,81,False,,2026-08-15T16:30:07.054142Z,60,561245.jpg,0.0,False,Rodríguez,0.1,False,,a,3,91,0,129,129,407,407,0.0,0.0,Rodríguez,,230.0,2026-07-14,2004-07-14,False,p561245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,544.0,60.0,544.0,60.0,544.0,60.0,544.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,28.0,575.0,65.0,575.0,65.0,423.0,61.0,0.0,0.0,0.0,Bournemouth,6.0
True,True,,,483067,0,0,0,0,0.5,40,"[{'offset': 0, 'projected_percent': '0.6', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.8', 'likelihood': 1}]",,False,0,2,2.2,2.2,2,António João,2.0,566,False,,,50,483067.jpg,2.0,False,Pereira de Albuquerque Tavares da Silva,0.3,False,,a,3,91,2,1376,1376,377,377,0.4,0.4,Silva,António Silva,173.0,2026-08-01,2003-10-30,False,p483067,90,0,0,0,2,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,13,1,0,13,1,0.00,0.00,0.00,2.36,,,,,,,[],,309.0,151.0,309.0,151.0,309.0,151.0,309.0,151.0,0.0,0.0,0.0,0.0,2.36,2.0,326.0,64.0,119.0,43.0,119.0,43.0,297.0,110.0,1.0,0.0,13.0,Bournemouth,5.0
True,True,,,494928,0,0,0,0,-0.9,-17,"[{'offset': 0, 'projected_percent': '-3.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-14.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-25.9', 'likelihood': -2}]",,False,0,2,1.7,1.7,0,Juanlu,0.0,573,False,,,45,494928.jpg,0.0,False,Sánchez,0.2,False,,a,3,91,0,213,213,266,266,0.0,0.0,Sanchez,,200.0,2026-08-06,2003-08-15,False,p494928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,160.0,105.0,160.0,105.0,160.0,105.0,160.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,132.0,365.0,146.0,365.0,146.0,331.0,125.0,0.0,0.0,0.0,Bournemouth,4.5
True,True,,,200720,0,0,0,0,4.9,962,"[{'offset': 0, 'projected_percent': '7.6', 'likelihood': 1}, {'offset': 1, 'projected_percent': '21.8', 'likelihood': 2}, {'offset': 2, 'projected_percent': '35.9', 'likelihood': 2}]",,False,0,1,2.6,2.6,7,Caoimhín,7.0,82,False,,,50,200720.jpg,7.0,False,Kelleher,5.9,False,,a,4,94,7,14368,14368,3176,3176,1.4,1.4,Kelleher,,104.0,2025-06-03,1998-11-23,False,p200720,90,0,0,1,0,0,0,0,0,0,4,0,34,0.0,0.0,0.0,0.0,0,5,0,0,1,0.00,0.01,0.01,0.57,,,,,,,[],,239.0,53.0,239.0,53.0,239.0,53.0,239.0,53.0,0.0,4.0,0.01,0.01,0.57,0.0,256.0,11.0,33.0,3.0,33.0,3.0,62.0,8.0,1.0,1.0,0.0,Brentford,5.0
True,True,,,507433,0,0,0,0,-3.0,-4,"[{'offset': 0, 'projected_percent': '-4.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-9.6', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-15.2', 'likelihood': -1}]",,False,0,1,1.9,1.9,0,Hákon Rafn,0.0,83,False,,,45,507433.jpg,0.0,False,Valdimarsson,0.1,False,,a,4,94,0,150,150,204,204,0.0,0.0,Valdimarsson,,99.0,2024-01-26,2001-10-13,False,p507433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,165.0,42.0,165.0,42.0,165.0,42.0,165.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,43.0,370.0,53.0,370.0,53.0,418.0,46.0,0.0,0.0,0.0,Brentford,4.5
True,True,,,432830,0,0,0,0,2.1,356,"[{'offset': 0, 'projected_percent': '3.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '8.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '13.6', 'likelihood': 1}]",,False,0,2,2.5,2.5,6,Nathan,6.0,84,False,,,55,432830.jpg,6.0,False,Collins,1.9,False,,a,4,94,6,5678,5678,1709,1709,1.1,1.1,Collins,,104.0,2023-07-04,2001-04-30,False,p432830,90,0,0,1,0,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,3,3,0,3,1,0.34,0.04,0.38,0.57,,,,,,,[],,427.0,174.0,427.0,174.0,427.0,174.0,427.0,174.0,0.34,0.0,0.04,0.38,0.57,0.0,158.0,19.0,51.0,23.0,51.0,23.0,126.0,52.0,1.0,1.0,3.0,Brentford,5.5
True,True,0.0,0.0,444765,0,0,0,0,-20.4,-54,"[{'offset': 0, 'projected_percent': '-24.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-45.4', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-66.3', 'likelihood': -4}]",,False,0,2,0.0,0.0,0,Sepp,0.0,85,False,Groin injury - Unknown return date,2026-08-15T15:30:06.416627Z,50,444765.jpg,0.0,False,van den Berg,0.1,False,,i,4,94,0,68,68,1398,1398,0.0,0.0,Van den Berg,,152.0,2024-08-22,2001-12-20,False,p444765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.brentfordfc.com/en/news/article/first-team-brentford-v-tottenham-hotspur-premier-league-team-news-mamadou-sangar%C3%A9,288.0,144.0,288.0,144.0,288.0,144.0,288.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,57.0,459.0,173.0,459.0,173.0,390.0,140.0,0.0,0.0,0.0,Brentford,5.0
True,True,,,249231,0,0,0,0,4.1,512,"[{'offset': 0, 'projected_percent': '5.6', 'likelihood': 1}, {'offset': 1, 'projected_percent': '13.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '20.6', 'likelihood': 2}]",,False,0,3,2.0,2.0,10,Keane,10.0,86,False,,,55,249231.jpg,10.0,False,Lewis-Potter,0.6,False,,a,4,94,10,9252,9252,1034,1034,1.8,1.8,Lewis-Potter,,241.0,2022-07-12,2001-02-22,False,p249231,90,1,0,1,0,0,0,0,0,0,0,2,37,0.0,0.0,0.0,0.0,4,5,1,10,1,0.77,0.12,0.89,0.57,,,1.0,,,,[],,423.0,151.0,423.0,151.0,423.0,151.0,423.0,151.0,0.77,0.0,0.12,0.89,0.57,0.0,154.0,95.0,14.0,6.0,14.0,6.0,243.0,79.0,1.0,1.0,10.0,Brentford,5.5
True,True,,,191866,0,0,0,0,4.4,629,"[{'offset': 0, 'projected_percent': '6.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '15.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '24.7', 'likelihood': 2}]",,False,0,2,1.7,1.7,8,Kristoffer,8.0,87,False,,,45,191866.jpg,8.0,False,Ajer,3.6,False,,a,4,94,8,10448,10448,1742,1742,1.8,1.8,Ajer,,161.0,2021-07-21,1998-04-17,False,p191866,90,0,0,1,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,8,3,2,10,1,0.11,0.02,0.13,0.57,,,,,,,[],,102.0,67.0,102.0,67.0,102.0,67.0,102.0,67.0,0.11,0.0,0.02,0.13,0.57,0.0,428.0,94.0,28.0,12.0,28.0,12.0,93.0,37.0,1.0,1.0,10.0,Brentford,4.5
True,True,,,607464,0,0,0,0,33.8,5181,"[{'offset': 0, 'projected_percent': '48.6', 'likelihood': 3}, {'offset': 1, 'projected_percent': '124.7', 'likelihood': 5}, {'offset': 2, 'projected_percent': '200.8', 'likelihood': 5}]",,False,1,2,1.7,1.7,13,Michael,13.0,88,True,,,45,607464.jpg,13.0,False,Kayode,4.1,False,,a,4,94,13,68119,68119,2414,2414,2.9,2.9,Kayode,,106.0,2025-07-01,2004-07-10,False,p607464,75,1,0,1,0,0,0,0,0,0,0,1,36,0.0,0.0,0.0,0.0,4,5,0,4,1,0.50,0.00,0.50,0.47,,,,,,,[],,199.0,119.0,199.0,119.0,199.0,119.0,199.0,119.0,0.6,0.0,0.0,0.6,0.56,0.0,525.0,146.0,6.0,4.0,6.0,4.0,80.0,30.0,1.2,1.2,4.8,Brentford,4.5
True,True,,,194010,0,0,0,0,-5.1,-13,"[{'offset': 0, 'projected_percent': '-6.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-13.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-21.2', 'likelihood': -2}]",,False,0,2,1.7,1.7,0,Rico,0.0,89,False,,,45,194010.jpg,0.0,False,Henry,0.3,False,,a,4,94,0,207,207,479,479,0.0,0.0,Henry,,107.0,2016-08-31,1997-07-08,False,p194010,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,103.0,68.0,103.0,68.0,103.0,68.0,103.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,95.0,335.0,128.0,335.0,128.0,314.0,118.0,0.0,0.0,0.0,Brentford,4.5
True,True,,,472713,0,0,0,0,0.0,-4,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '-3.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-12.1', 'likelihood': -1}]",,False,0,2,1.7,1.7,1,Aaron,1.0,90,False,,,45,472713.jpg,1.0,False,Hickey,0.1,False,,a,4,94,1,191,191,126,126,0.2,0.2,Hickey,,243.0,2022-07-09,2002-06-10,False,p472713,14,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,2,0,0,0,0.00,0.00,0.00,0.10,,,,,,,[],,147.0,100.0,147.0,100.0,147.0,100.0,147.0,100.0,0.0,0.0,0.0,0.0,0.64,0.0,473.0,127.0,180.0,69.0,180.0,69.0,457.0,159.0,0.0,0.0,0.0,Brentford,4.5
True,True,,,231065,0,0,0,0,-4.6,-5,"[{'offset': 0, 'projected_percent': '-6.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-15.6', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-24.9', 'likelihood': -2}]",,False,0,2,1.7,1.7,0,Ethan,0.0,91,False,,,45,231065.jpg,0.0,False,Pinnock,0.1,False,,a,4,94,0,150,150,233,233,0.0,0.0,Pinnock,,107.0,2019-07-02,1993-05-29,False,p231065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,119.0,81.0,119.0,81.0,119.0,81.0,119.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,108.0,343.0,133.0,343.0,133.0,446.0,156.0,0.0,0.0,0.0,Brentford,4.5
True,True,,,570241,0,0,0,0,-0.6,0,"[{'offset': 0, 'projected_percent': '-0.6', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-0.6', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-0.6', 'likelihood': -1}]",,False,0,2,1.7,1.7,0,Kim,0.0,92,False,,,45,570241.jpg,0.0,False,Ji-soo,0.0,False,,a,4,94,0,44,44,48,48,0.0,0.0,Ji-soo,Kim Ji-Soo,114.0,2023-07-20,2004-12-24,False,p570241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,185.0,113.0,185.0,113.0,185.0,113.0,185.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,140.0,388.0,153.0,388.0,153.0,543.0,187.0,0.0,0.0,0.0,Brentford,4.5
True,True,,,513086,0,0,0,0,-4.6,-12,"[{'offset': 0, 'projected_percent': '-6.6', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-16.7', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-26.9', 'likelihood': -2}]",,False,0,2,1.7,1.7,0,Jannik,0.0,93,False,,,45,513086.jpg,0.0,False,Schuster,0.2,False,,a,4,94,0,53,53,220,220,0.0,0.0,Schuster,,14.0,2026-06-15,2006-05-16,False,p513086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,166.0,107.0,166.0,107.0,166.0,107.0,166.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,134.0,371.0,148.0,371.0,148.0,366.0,139.0,0.0,0.0,0.0,Brentford,4.5
True,True,,,513418,0,0,0,0,0.3,25,"[{'offset': 0, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.7', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.1', 'likelihood': 1}]",,False,0,3,2.1,2.1,3,Kevin,3.0,94,False,,,60,513418.jpg,3.0,False,Schade,3.6,False,,a,4,94,3,5190,5190,4913,4913,0.5,0.5,Schade,,80.0,2023-07-01,2001-11-27,False,p513418,90,0,0,1,0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,1,5,3,9,1,0.52,0.01,0.53,0.57,,,,,2.0,,[],,538.0,220.0,538.0,220.0,538.0,220.0,538.0,220.0,0.52,0.0,0.01,0.53,0.57,0.0,100.0,65.0,96.0,44.0,96.0,44.0,94.0,32.0,1.0,1.0,9.0,Brentford,6.0
True,True,,,533463,0,0,0,0,-0.7,12,"[{'offset': 0, 'projected_percent': '-0.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.3', 'likelihood': 1}]",,False,0,3,2.3,2.3,3,Dango,3.0,95,False,,,65,533463.jpg,3.0,False,Ouattara,1.2,False,,a,4,94,3,1881,1881,2104,2104,0.5,0.5,O.Dango,,35.0,2025-08-16,2002-02-11,False,p533463,66,0,0,1,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,2,4,0,6,1,0.05,0.29,0.34,0.47,2.0,,,,,,[],,572.0,245.0,572.0,245.0,572.0,245.0,572.0,245.0,0.07,0.0,0.4,0.47,0.64,0.0,53.0,37.0,98.0,46.0,98.0,46.0,177.0,57.0,1.36,1.36,8.18,Brentford,6.5
True,True,,,440089,0,0,0,0,-11.3,-64,"[{'offset': 0, 'projected_percent': '-14.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-31.1', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-47.6', 'likelihood': -3}]",,False,0,3,2.0,2.0,1,Mikkel,1.0,96,False,,,55,440089.jpg,1.0,False,Damsgaard,0.6,False,,a,4,94,1,516,516,1709,1709,0.2,0.2,Damsgaard,,58.0,2022-08-10,2000-07-03,False,p440089,14,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0,3,1,4,0,0.00,0.11,0.11,0.10,3.0,,3.0,,,,[],,431.0,157.0,431.0,157.0,431.0,157.0,431.0,157.0,0.0,0.0,0.71,0.71,0.64,0.0,162.0,101.0,229.0,106.0,229.0,106.0,244.0,80.0,0.0,0.0,25.71,Brentford,5.5
True,True,,,207283,0,0,0,0,0.3,45,"[{'offset': 0, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.7', 'likelihood': 1}]",,False,0,3,2.0,2.0,6,Mathias,6.0,97,False,,,55,207283.jpg,6.0,False,Jensen,0.2,False,,a,4,94,6,754,754,263,263,1.1,1.1,Jensen,,58.0,2019-07-10,1996-01-01,False,p207283,66,0,1,1,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,0,3,2,5,1,0.08,0.34,0.42,0.47,1.0,,2.0,,3.0,,[],,407.0,141.0,407.0,141.0,407.0,141.0,407.0,141.0,0.11,0.0,0.46,0.57,0.64,0.0,138.0,85.0,50.0,21.0,50.0,21.0,348.0,125.0,1.36,1.36,6.82,Brentford,5.5
True,True,,,204580,0,0,0,0,2.0,353,"[{'offset': 0, 'projected_percent': '3.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '8.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '13.3', 'likelihood': 1}]",,False,0,3,1.5,1.5,9,Vitaly,9.0,98,False,,,50,204580.jpg,9.0,False,Janelt,0.2,False,,a,4,94,9,4184,4184,443,443,1.8,1.8,Janelt,,80.0,2020-10-03,1998-05-10,False,p204580,90,1,0,1,0,0,0,0,1,0,0,0,35,0.0,0.0,0.0,0.0,6,3,4,13,1,0.39,0.17,0.56,0.57,4.0,,,,,,[],,243.0,48.0,243.0,48.0,243.0,48.0,243.0,48.0,0.39,0.0,0.17,0.56,0.57,0.0,260.0,158.0,19.0,10.0,19.0,10.0,377.0,142.0,1.0,1.0,13.0,Brentford,5.0
True,True,0.0,0.0,543295,0,0,0,0,-4.4,0,"[{'offset': 0, 'projected_percent': '-4.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-4.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-4.4', 'likelihood': -1}]",,False,0,3,0.0,0.0,0,Antoni,0.0,99,False,Knee injury - Unknown return date,2026-07-23T12:01:23.384798Z,50,543295.jpg,0.0,False,Milambo,0.0,False,,i,4,94,0,11,11,18,18,0.0,0.0,Milambo,,152.0,2025-07-03,2005-04-03,False,p543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.brentfordfc.com/en/news/video/first-team-fabio-carvalho-brentford-injury-return-keith-andrews?utm_source=chatgpt.com,349.0,106.0,349.0,106.0,349.0,106.0,349.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,216.0,498.0,202.0,498.0,202.0,600.0,263.0,0.0,0.0,0.0,Brentford,5.0
